movie_id,title,release_year,genre,budget,revenue,runtime,imdb_rating,metascore,votes,director,main_actor,oscar_nominations,oscar_wins
791,Movie 791,2005,Action,40.21,276.8,106,6.3,74.0,38.1,Alfonso Cuarón,Brad Pitt,2,1
792,Movie 792,1983,Action,16.69,54.99,91,7.5,,16.2,Denis Villeneuve,Natalie Portman,2,0
793,Movie 793,2002,Thriller,8.12,27.53,149,7.3,54.0,180.2,Greta Gerwig,Brad Pitt,1,0
794,Movie 794,2017,Thriller,39.15,52.92,144,8.6,100.0,23.5,James Cameron,Brad Pitt,1,1
795,Movie 795,1996,Romance,38.85,42.36,98,7.0,,109.3,Denis Villeneuve,Brad Pitt,1,0
796,Movie 796,1999,Drama,25.34,74.6,93,7.3,65.0,71.8,Quentin Tarantino,Leonardo DiCaprio,3,1
797,Movie 797,1989,Horror,57.59,154.34,89,7.8,,84.6,Patty Jenkins,Natalie Portman,1,1
798,Movie 798,1988,Comedy,60.02,392.13,139,6.0,70.0,14.3,Steven Spielberg,Tom Cruise,0,0
799,Movie 799,1984,Action,14.84,39.59,111,5.9,59.0,7.3,Patty Jenkins,Tom Cruise,3,0
800,Movie 800,2003,Romance,11.6,55.79,126,7.7,67.0,115.6,Steven Spielberg,Natalie Portman,2,1
801,Movie 801,1991,Comedy,43.24,150.09,122,6.0,54.0,37.6,Greta Gerwig,Emma Stone,0,0
802,Movie 802,1996,Comedy,8.5,39.19,164,6.3,70.0,106.6,Greta Gerwig,Ryan Gosling,1,0
803,Movie 803,2006,Animation,11.12,14.0,130,6.9,60.0,41.0,Patty Jenkins,Emma Stone,1,1
804,Movie 804,2012,Sci-Fi,152.03,270.16,88,6.9,,63.9,Christopher Nolan,Natalie Portman,1,0
805,Movie 805,2002,Sci-Fi,7.63,5.4,94,7.8,95.0,93.8,James Cameron,Jennifer Lawrence,3,1
806,Movie 806,1994,Comedy,31.66,238.01,139,5.3,67.0,71.5,Martin Scorsese,Emma Stone,0,0
807,Movie 807,1980,Sci-Fi,17.75,135.86,116,6.0,51.0,33.6,Ridley Scott,Brad Pitt,0,0
808,Movie 808,1985,Romance,19.43,29.06,120,5.7,48.0,790.2,Patty Jenkins,Jennifer Lawrence,0,0
809,Movie 809,1985,Thriller,13.79,129.34,101,5.1,44.0,18.7,James Cameron,Tom Cruise,0,0
810,Movie 810,1988,Drama,92.85,331.27,118,5.5,55.0,86.8,Denis Villeneuve,Brad Pitt,0,0
811,Movie 811,2003,Animation,8.68,6.23,94,7.9,,201.7,Christopher Nolan,Scarlett Johansson,3,1
812,Movie 812,2011,Thriller,57.77,58.61,92,6.1,50.0,44.6,Christopher Nolan,Brad Pitt,1,1
813,Movie 813,1982,Action,28.97,162.56,134,7.1,67.0,24.9,Greta Gerwig,Ryan Gosling,2,1
814,Movie 814,2014,Comedy,220.3,1312.06,103,5.6,,16.6,Denis Villeneuve,Scarlett Johansson,0,0
815,Movie 815,2005,Sci-Fi,49.85,139.13,103,5.0,38.0,118.1,James Cameron,Jennifer Lawrence,0,0
816,Movie 816,2021,Thriller,58.49,317.93,166,6.1,68.0,101.3,Ridley Scott,Leonardo DiCaprio,1,0
817,Movie 817,2009,Romance,13.29,258.59,149,5.6,27.0,29.3,Quentin Tarantino,Scarlett Johansson,0,0
818,Movie 818,1982,Animation,32.48,63.25,147,6.2,49.0,96.2,Ridley Scott,Margot Robbie,0,0
819,Movie 819,1980,Comedy,41.01,211.44,137,5.6,,86.0,Martin Scorsese,Jennifer Lawrence,1,0
820,Movie 820,1989,Animation,8.71,28.91,135,5.7,52.0,88.4,Ridley Scott,Margot Robbie,0,0
821,Movie 821,2015,Thriller,29.29,61.69,110,6.8,75.0,10.4,Christopher Nolan,Scarlett Johansson,2,0
822,Movie 822,2005,Action,19.88,57.53,130,5.9,78.0,242.9,Alfonso Cuarón,Brad Pitt,1,1
823,Movie 823,2016,Horror,7.04,72.48,109,8.0,87.0,111.6,Quentin Tarantino,Tom Cruise,4,2
824,Movie 824,1991,Drama,12.36,33.27,159,7.1,80.0,104.3,Greta Gerwig,Natalie Portman,1,0
825,Movie 825,1988,Thriller,19.64,82.32,152,7.2,88.0,60.3,Steven Spielberg,Emma Stone,3,0
826,Movie 826,2010,Thriller,5.35,19.04,117,6.0,59.0,49.6,Greta Gerwig,Tom Cruise,0,0
827,Movie 827,2007,Sci-Fi,31.39,63.97,113,6.6,71.0,451.8,Ridley Scott,Natalie Portman,0,0
828,Movie 828,2011,Comedy,26.92,26.61,138,6.6,70.0,36.9,Alfonso Cuarón,Ryan Gosling,3,0
829,Movie 829,1983,Animation,5.02,10.66,134,5.4,51.0,96.7,Steven Spielberg,Natalie Portman,0,0
830,Movie 830,2011,Thriller,50.26,523.5,66,5.9,68.0,313.4,Ridley Scott,Chris Evans,0,0
831,Movie 831,1995,Comedy,29.17,192.45,78,5.3,61.0,489.4,Greta Gerwig,Chris Evans,0,0
832,Movie 832,2001,Horror,18.89,85.58,140,7.1,,275.0,Steven Spielberg,Jennifer Lawrence,4,1
833,Movie 833,2007,Horror,29.2,101.07,122,5.9,47.0,54.9,Steven Spielberg,Natalie Portman,2,1
834,Movie 834,2016,Sci-Fi,55.33,44.51,140,7.8,69.0,182.2,Ridley Scott,Scarlett Johansson,1,0
835,Movie 835,1998,Drama,8.2,33.5,119,5.4,60.0,526.2,James Cameron,Tom Cruise,0,0
836,Movie 836,2019,Drama,4.15,27.09,138,7.4,85.0,250.6,Patty Jenkins,Margot Robbie,2,1
837,Movie 837,1995,Comedy,26.14,119.01,131,6.1,69.0,76.7,James Cameron,Brad Pitt,1,0
838,Movie 838,2011,Drama,65.2,170.41,95,9.3,100.0,58.3,Greta Gerwig,Jennifer Lawrence,3,1
839,Movie 839,2019,Comedy,183.63,782.88,130,5.0,41.0,284.7,Quentin Tarantino,Brad Pitt,0,0
840,Movie 840,2012,Action,20.13,53.43,118,5.5,42.0,35.1,Quentin Tarantino,Emma Stone,1,1
841,Movie 841,1983,Action,26.54,25.74,134,3.7,,51.3,Martin Scorsese,Margot Robbie,0,0
842,Movie 842,1999,Comedy,69.28,119.29,134,7.1,78.0,469.5,Steven Spielberg,Emma Stone,4,1
843,Movie 843,1981,Action,14.53,63.78,86,6.3,43.0,238.6,Christopher Nolan,Emma Stone,3,1
844,Movie 844,2018,Horror,27.42,130.71,117,5.0,51.0,38.6,Christopher Nolan,Leonardo DiCaprio,0,0
845,Movie 845,1996,Comedy,81.24,247.89,86,6.0,53.0,1270.0,Christopher Nolan,Leonardo DiCaprio,1,0
846,Movie 846,2010,Action,35.49,104.56,107,6.3,,671.1,James Cameron,Natalie Portman,3,0
847,Movie 847,2017,Animation,37.79,119.23,156,7.5,62.0,260.7,Steven Spielberg,Ryan Gosling,2,0
848,Movie 848,1991,Thriller,79.8,601.43,88,7.8,73.0,51.8,James Cameron,Tom Cruise,3,2
849,Movie 849,2005,Romance,14.73,240.0,112,5.6,52.0,707.5,James Cameron,Ryan Gosling,0,0
850,Movie 850,1999,Horror,3.33,60.13,157,6.2,63.0,52.4,Patty Jenkins,Brad Pitt,1,0
851,Movie 851,1987,Animation,16.74,199.14,132,6.6,55.0,60.0,Alfonso Cuarón,Natalie Portman,4,0
852,Movie 852,2018,Drama,19.23,24.14,153,9.2,84.0,545.0,James Cameron,Ryan Gosling,2,1
853,Movie 853,1996,Action,7.37,51.78,115,4.3,30.0,32.9,Steven Spielberg,Ryan Gosling,2,0
854,Movie 854,1997,Romance,26.36,109.57,95,7.2,,719.2,James Cameron,Ryan Gosling,2,0
855,Movie 855,1993,Horror,50.72,73.63,127,6.7,79.0,409.3,Quentin Tarantino,Tom Cruise,1,1
856,Movie 856,2022,Comedy,72.84,237.77,160,7.4,,750.4,James Cameron,Jennifer Lawrence,3,0
857,Movie 857,2003,Romance,9.07,14.92,104,6.3,21.0,11.9,Martin Scorsese,Ryan Gosling,5,2
858,Movie 858,2007,Comedy,6.7,16.34,127,6.3,41.0,31.6,Ridley Scott,Scarlett Johansson,3,1
859,Movie 859,1987,Comedy,75.96,35.11,121,5.4,,26.7,Denis Villeneuve,Scarlett Johansson,0,0
860,Movie 860,2019,Horror,3.56,4.77,79,6.8,67.0,69.1,Patty Jenkins,Leonardo DiCaprio,2,0
861,Movie 861,1992,Thriller,6.7,43.14,143,7.3,66.0,33.6,Greta Gerwig,Brad Pitt,1,0
862,Movie 862,2021,Drama,38.86,121.96,141,8.4,71.0,278.7,Greta Gerwig,Tom Cruise,9,2
863,Movie 863,2021,Sci-Fi,125.12,549.36,105,7.1,88.0,78.5,Denis Villeneuve,Margot Robbie,2,1
864,Movie 864,2023,Sci-Fi,13.1,96.46,106,7.3,78.0,50.8,Quentin Tarantino,Scarlett Johansson,2,0
865,Movie 865,1992,Drama,39.23,111.86,90,7.8,79.0,10.8,Martin Scorsese,Leonardo DiCaprio,2,0
866,Movie 866,1980,Romance,21.33,50.05,130,7.7,78.0,49.8,Steven Spielberg,Tom Cruise,3,1
867,Movie 867,2007,Comedy,106.06,287.75,99,7.0,72.0,262.6,Patty Jenkins,Ryan Gosling,2,1
868,Movie 868,1981,Horror,39.28,197.62,90,6.7,58.0,71.6,James Cameron,Scarlett Johansson,2,0
869,Movie 869,1993,Animation,5.39,11.06,135,6.7,83.0,61.7,Ridley Scott,Brad Pitt,2,1
870,Movie 870,1993,Romance,13.91,27.63,83,6.0,63.0,48.7,Quentin Tarantino,Natalie Portman,2,1
871,Movie 871,2023,Thriller,13.2,76.14,74,5.5,60.0,38.9,Patty Jenkins,Margot Robbie,1,0
872,Movie 872,2013,Thriller,18.24,83.03,119,6.2,,509.1,Greta Gerwig,Emma Stone,1,0
873,Movie 873,2004,Drama,11.85,33.06,141,7.4,68.0,309.0,Greta Gerwig,Leonardo DiCaprio,3,1
874,Movie 874,2017,Horror,19.36,74.76,121,7.0,63.0,106.2,Martin Scorsese,Emma Stone,1,0
875,Movie 875,1983,Sci-Fi,40.51,209.39,137,7.4,99.0,173.6,Patty Jenkins,Scarlett Johansson,3,0
876,Movie 876,1987,Romance,9.99,10.33,167,5.4,36.0,534.3,Patty Jenkins,Tom Cruise,0,0
877,Movie 877,2013,Thriller,72.51,182.42,106,6.6,73.0,98.9,Alfonso Cuarón,Tom Cruise,0,0
878,Movie 878,1980,Comedy,32.14,96.42,133,7.4,58.0,118.6,Patty Jenkins,Scarlett Johansson,0,0
879,Movie 879,2017,Action,110.87,334.22,103,5.6,,283.1,Steven Spielberg,Scarlett Johansson,0,0
880,Movie 880,1983,Animation,16.62,254.84,113,7.6,88.0,214.2,Christopher Nolan,Emma Stone,2,0
881,Movie 881,2011,Thriller,10.37,25.45,97,5.6,37.0,199.9,Denis Villeneuve,Jennifer Lawrence,2,0
882,Movie 882,2018,Horror,5.63,15.48,116,6.5,51.0,11.3,Alfonso Cuarón,Chris Evans,2,2
883,Movie 883,2012,Romance,149.69,239.36,131,7.4,81.0,89.9,Quentin Tarantino,Brad Pitt,2,0
884,Movie 884,1998,Horror,11.48,68.82,100,6.3,64.0,395.5,Martin Scorsese,Margot Robbie,1,1
885,Movie 885,1997,Romance,15.2,38.44,91,6.9,58.0,313.9,Christopher Nolan,Leonardo DiCaprio,2,0
886,Movie 886,1988,Horror,6.24,4.42,166,6.6,58.0,11.1,Greta Gerwig,Chris Evans,1,0
887,Movie 887,2018,Thriller,8.2,12.04,147,6.7,69.0,111.3,James Cameron,Natalie Portman,2,2
888,Movie 888,1991,Action,45.85,202.1,122,6.0,,299.6,Greta Gerwig,Natalie Portman,1,0
889,Movie 889,2020,Drama,27.6,50.32,95,7.0,65.0,202.8,Christopher Nolan,Margot Robbie,4,3
890,Movie 890,1998,Action,124.82,1307.49,121,8.2,80.0,68.9,Ridley Scott,Chris Evans,2,2
891,Movie 891,2020,Comedy,49.86,228.63,138,6.4,,74.6,Ridley Scott,Brad Pitt,3,1
892,Movie 892,2012,Comedy,52.16,144.62,88,6.4,96.0,37.9,Ridley Scott,Leonardo DiCaprio,1,1
893,Movie 893,2016,Animation,6.32,14.21,130,7.7,70.0,46.9,Ridley Scott,Tom Cruise,2,1
894,Movie 894,1980,Comedy,20.73,120.48,134,5.3,72.0,116.7,Patty Jenkins,Ryan Gosling,1,1
895,Movie 895,2006,Drama,28.13,151.84,109,8.4,,96.0,Alfonso Cuarón,Emma Stone,4,0
896,Movie 896,1986,Horror,59.95,272.95,83,6.6,70.0,79.1,Alfonso Cuarón,Leonardo DiCaprio,3,1
897,Movie 897,2020,Sci-Fi,28.43,118.57,104,7.0,82.0,25.9,James Cameron,Chris Evans,2,1
898,Movie 898,1991,Action,36.56,137.89,128,6.8,92.0,13.8,Greta Gerwig,Ryan Gosling,3,1
899,Movie 899,2005,Horror,60.04,381.6,166,6.6,,6.7,Patty Jenkins,Natalie Portman,2,0
900,Movie 900,1988,Thriller,13.8,29.75,131,6.8,75.0,86.9,Patty Jenkins,Natalie Portman,1,0
901,Movie 901,2018,Thriller,19.75,36.21,133,6.1,68.0,48.1,James Cameron,Tom Cruise,0,0
902,Movie 902,1991,Thriller,20.95,65.07,146,6.1,,42.3,Greta Gerwig,Natalie Portman,0,0
903,Movie 903,2018,Animation,31.27,94.77,139,5.8,62.0,189.3,Martin Scorsese,Tom Cruise,0,0
904,Movie 904,2013,Sci-Fi,39.07,76.87,129,6.5,69.0,56.7,Steven Spielberg,Ryan Gosling,1,0
905,Movie 905,1992,Horror,22.92,223.23,103,5.9,60.0,16.3,Ridley Scott,Margot Robbie,0,0
906,Movie 906,2008,Animation,17.45,75.92,77,7.0,62.0,89.8,Patty Jenkins,Natalie Portman,3,2
907,Movie 907,2019,Drama,11.15,67.01,139,5.8,76.0,87.6,Alfonso Cuarón,Emma Stone,0,0
908,Movie 908,2010,Comedy,14.22,30.35,139,7.2,84.0,259.2,Ridley Scott,Emma Stone,2,2
909,Movie 909,2021,Romance,7.71,39.98,60,6.9,80.0,402.5,Steven Spielberg,Scarlett Johansson,3,1
910,Movie 910,1985,Romance,44.53,151.82,162,7.5,79.0,11.6,Quentin Tarantino,Emma Stone,0,0
911,Movie 911,1984,Animation,9.07,11.48,98,6.0,71.0,347.5,Patty Jenkins,Scarlett Johansson,2,1
912,Movie 912,1983,Horror,34.86,69.23,108,6.5,49.0,39.8,Quentin Tarantino,Leonardo DiCaprio,3,0
913,Movie 913,1995,Horror,26.26,121.21,127,7.3,76.0,297.0,Christopher Nolan,Chris Evans,4,0
914,Movie 914,1981,Drama,69.61,227.58,116,6.2,62.0,522.2,Steven Spielberg,Leonardo DiCaprio,0,0
915,Movie 915,1998,Action,40.18,146.03,101,6.2,34.0,144.6,Greta Gerwig,Ryan Gosling,1,1
916,Movie 916,1997,Animation,76.19,895.0,131,6.6,57.0,71.5,Christopher Nolan,Scarlett Johansson,1,0
917,Movie 917,2017,Thriller,33.36,639.63,112,6.6,81.0,15.8,Alfonso Cuarón,Leonardo DiCaprio,2,1
918,Movie 918,2012,Romance,23.4,20.15,134,7.6,83.0,112.4,Greta Gerwig,Margot Robbie,3,0
919,Movie 919,1990,Animation,19.33,26.25,104,7.8,71.0,956.7,Christopher Nolan,Natalie Portman,3,0
920,Movie 920,1981,Thriller,5.38,33.84,133,6.0,55.0,259.1,Patty Jenkins,Leonardo DiCaprio,1,1
921,Movie 921,1987,Action,5.55,63.4,146,6.8,69.0,85.9,Steven Spielberg,Jennifer Lawrence,1,0
922,Movie 922,1990,Thriller,77.26,115.85,132,5.9,78.0,38.6,Alfonso Cuarón,Tom Cruise,0,0
923,Movie 923,2013,Sci-Fi,16.48,98.77,75,9.4,80.0,166.9,Quentin Tarantino,Leonardo DiCaprio,3,1
924,Movie 924,1996,Comedy,71.99,429.87,137,6.4,75.0,116.7,Patty Jenkins,Natalie Portman,2,1
925,Movie 925,2009,Romance,42.04,169.8,125,5.5,,54.3,Martin Scorsese,Jennifer Lawrence,0,0
926,Movie 926,1994,Drama,65.51,208.82,135,6.9,72.0,28.4,Alfonso Cuarón,Ryan Gosling,2,1
927,Movie 927,2010,Horror,8.9,32.59,129,7.3,69.0,256.9,Patty Jenkins,Leonardo DiCaprio,1,0
928,Movie 928,2018,Action,38.84,148.52,133,6.4,28.0,25.6,Martin Scorsese,Jennifer Lawrence,1,1
929,Movie 929,1981,Drama,22.0,171.16,126,6.6,,75.5,Steven Spielberg,Ryan Gosling,1,0
930,Movie 930,1992,Drama,27.82,138.06,126,7.0,68.0,54.7,Christopher Nolan,Tom Cruise,5,2
931,Movie 931,1994,Comedy,38.56,82.78,126,8.1,72.0,20.2,Quentin Tarantino,Emma Stone,3,1
932,Movie 932,1996,Sci-Fi,18.57,70.52,126,6.8,66.0,59.4,Denis Villeneuve,Scarlett Johansson,0,0
933,Movie 933,2017,Sci-Fi,31.63,36.88,127,6.4,54.0,195.5,Quentin Tarantino,Tom Cruise,3,1
934,Movie 934,2023,Horror,20.49,29.73,60,6.6,74.0,289.3,Greta Gerwig,Jennifer Lawrence,2,0
935,Movie 935,1986,Sci-Fi,17.76,14.09,148,5.4,61.0,59.6,Greta Gerwig,Margot Robbie,1,1
936,Movie 936,1985,Sci-Fi,30.6,96.27,98,4.8,48.0,256.8,Quentin Tarantino,Brad Pitt,0,0
937,Movie 937,1989,Sci-Fi,8.14,22.11,110,7.7,93.0,392.4,Patty Jenkins,Brad Pitt,4,2
938,Movie 938,1991,Animation,69.51,204.69,101,7.9,82.0,181.1,Christopher Nolan,Ryan Gosling,3,1
939,Movie 939,1989,Drama,17.65,71.12,114,6.8,65.0,71.8,Ridley Scott,Margot Robbie,0,0
940,Movie 940,2001,Comedy,42.72,209.38,132,5.8,44.0,144.9,Steven Spielberg,Chris Evans,0,0
941,Movie 941,1994,Thriller,39.19,63.5,90,7.3,62.0,87.1,Patty Jenkins,Jennifer Lawrence,3,1
942,Movie 942,1994,Animation,7.93,38.18,138,5.0,,31.8,Christopher Nolan,Leonardo DiCaprio,0,0
943,Movie 943,1988,Horror,119.97,728.81,89,7.4,62.0,126.3,Denis Villeneuve,Ryan Gosling,2,0
944,Movie 944,1985,Romance,103.86,476.55,102,7.5,,61.6,Christopher Nolan,Chris Evans,5,2
945,Movie 945,2007,Sci-Fi,9.87,26.04,144,7.8,,16.2,Greta Gerwig,Jennifer Lawrence,0,0
946,Movie 946,2000,Action,46.83,142.88,105,4.8,35.0,249.4,Alfonso Cuarón,Tom Cruise,0,0
947,Movie 947,1987,Drama,85.87,234.12,97,7.3,71.0,286.4,Steven Spielberg,Emma Stone,2,1
948,Movie 948,2014,Drama,24.57,61.78,75,8.1,85.0,98.2,Quentin Tarantino,Ryan Gosling,4,1
949,Movie 949,2020,Action,33.28,100.99,118,6.2,72.0,16.5,Alfonso Cuarón,Emma Stone,1,0
950,Movie 950,2009,Comedy,39.54,162.46,93,7.1,,107.4,Patty Jenkins,Margot Robbie,2,0
951,Movie 951,2006,Romance,9.39,15.72,150,6.9,60.0,10.5,Steven Spielberg,Emma Stone,2,2
952,Movie 952,2001,Comedy,30.66,90.5,81,6.4,57.0,238.8,Greta Gerwig,Tom Cruise,1,0
953,Movie 953,1980,Romance,11.79,31.22,86,7.4,80.0,202.4,Martin Scorsese,Chris Evans,5,1
954,Movie 954,1994,Action,33.44,58.79,132,6.9,57.0,137.1,Christopher Nolan,Tom Cruise,0,0
955,Movie 955,1996,Action,20.51,77.5,128,7.1,74.0,68.1,Greta Gerwig,Tom Cruise,1,0
956,Movie 956,2006,Horror,125.54,441.74,119,7.9,97.0,187.9,Greta Gerwig,Jennifer Lawrence,1,1
957,Movie 957,2021,Romance,78.57,350.51,123,6.7,76.0,33.0,Ridley Scott,Emma Stone,3,1
958,Movie 958,2012,Animation,5.77,24.98,110,6.4,59.0,43.5,Patty Jenkins,Natalie Portman,1,0
959,Movie 959,1993,Drama,20.03,213.55,103,6.5,63.0,12.2,James Cameron,Brad Pitt,2,1
960,Movie 960,2015,Thriller,7.53,102.84,81,7.4,69.0,14.0,Steven Spielberg,Ryan Gosling,3,2
961,Movie 961,2019,Sci-Fi,21.33,31.54,114,7.5,63.0,68.2,Alfonso Cuarón,Jennifer Lawrence,3,1
962,Movie 962,1983,Romance,14.16,56.41,139,8.3,100.0,51.6,Christopher Nolan,Natalie Portman,3,0
963,Movie 963,2008,Thriller,12.15,33.55,85,6.4,73.0,89.3,Quentin Tarantino,Jennifer Lawrence,3,1
964,Movie 964,1999,Animation,17.84,36.9,122,7.3,61.0,31.3,Patty Jenkins,Emma Stone,4,2
965,Movie 965,1988,Thriller,28.59,92.62,115,5.6,51.0,158.1,Denis Villeneuve,Brad Pitt,0,0
966,Movie 966,2007,Thriller,10.42,11.29,127,6.3,59.0,299.6,Greta Gerwig,Brad Pitt,1,0
967,Movie 967,1982,Drama,32.79,85.5,82,7.3,70.0,77.4,Steven Spielberg,Chris Evans,4,1
968,Movie 968,2010,Sci-Fi,32.92,181.5,131,5.0,,33.4,Patty Jenkins,Tom Cruise,1,1
969,Movie 969,2009,Thriller,21.8,48.31,137,6.2,56.0,31.1,Steven Spielberg,Scarlett Johansson,1,0
970,Movie 970,2018,Thriller,20.63,104.18,90,6.1,59.0,185.5,Quentin Tarantino,Scarlett Johansson,1,1
971,Movie 971,2002,Thriller,27.31,54.43,108,6.8,64.0,31.2,Patty Jenkins,Tom Cruise,4,3
972,Movie 972,2021,Animation,24.85,156.1,160,7.6,79.0,5.0,Christopher Nolan,Leonardo DiCaprio,3,1
973,Movie 973,1998,Drama,115.26,557.55,116,8.3,,22.7,James Cameron,Emma Stone,3,1
974,Movie 974,2020,Romance,41.05,104.39,153,6.2,50.0,89.0,Steven Spielberg,Brad Pitt,0,0
975,Movie 975,2000,Animation,26.65,233.18,99,8.3,61.0,184.2,Christopher Nolan,Scarlett Johansson,0,0
976,Movie 976,2014,Action,18.81,45.17,127,7.1,67.0,807.4,Martin Scorsese,Leonardo DiCaprio,3,2
977,Movie 977,2001,Drama,7.94,13.09,126,7.4,,504.9,Patty Jenkins,Tom Cruise,1,0
978,Movie 978,2019,Action,17.65,52.78,135,6.8,70.0,110.7,Denis Villeneuve,Leonardo DiCaprio,2,0
979,Movie 979,2021,Thriller,21.03,66.66,77,6.9,67.0,529.2,Quentin Tarantino,Brad Pitt,0,0
980,Movie 980,2015,Horror,177.01,234.89,110,6.3,75.0,206.2,Denis Villeneuve,Tom Cruise,0,0
981,Movie 981,1996,Thriller,27.13,82.19,145,6.5,88.0,124.6,Martin Scorsese,Scarlett Johansson,1,0
982,Movie 982,1989,Sci-Fi,24.95,15.46,104,6.4,58.0,329.6,James Cameron,Brad Pitt,0,0
983,Movie 983,2010,Romance,42.96,225.19,144,4.6,,49.3,James Cameron,Brad Pitt,0,0
984,Movie 984,1996,Drama,6.64,6.32,73,8.2,,46.8,Martin Scorsese,Brad Pitt,2,1
985,Movie 985,2017,Animation,26.1,78.98,149,5.6,45.0,23.7,Denis Villeneuve,Tom Cruise,0,0
986,Movie 986,2010,Sci-Fi,23.25,73.44,121,7.0,61.0,106.5,Steven Spielberg,Leonardo DiCaprio,4,1
987,Movie 987,2012,Romance,63.6,259.44,128,5.8,49.0,74.9,Martin Scorsese,Jennifer Lawrence,0,0
988,Movie 988,2013,Action,100.99,361.92,132,5.8,60.0,366.0,James Cameron,Tom Cruise,1,0
989,Movie 989,1980,Horror,32.41,71.54,103,5.5,65.0,450.9,Steven Spielberg,Leonardo DiCaprio,0,0
990,Movie 990,2008,Romance,98.42,276.69,78,7.3,77.0,176.1,Patty Jenkins,Tom Cruise,1,0
991,Movie 991,2023,Animation,36.16,189.48,108,5.6,79.0,99.6,Greta Gerwig,Emma Stone,0,0
992,Movie 992,2022,Action,5.99,26.44,168,5.5,45.0,41.2,Martin Scorsese,Brad Pitt,0,0
993,Movie 993,1987,Romance,19.3,80.32,87,6.0,72.0,273.1,Quentin Tarantino,Natalie Portman,0,0
994,Movie 994,2016,Action,5.52,67.63,147,7.0,68.0,20.7,Patty Jenkins,Chris Evans,0,0
995,Movie 995,2023,Action,12.88,83.61,143,5.3,58.0,37.8,Denis Villeneuve,Jennifer Lawrence,1,0
996,Movie 996,2014,Drama,15.84,33.76,188,7.7,67.0,751.4,Quentin Tarantino,Brad Pitt,2,2
997,Movie 997,2002,Sci-Fi,39.03,89.71,110,6.0,67.0,45.4,Martin Scorsese,Jennifer Lawrence,0,0
998,Movie 998,2021,Horror,41.82,181.55,145,6.9,46.0,14.0,James Cameron,Emma Stone,1,0
999,Movie 999,2019,Action,18.31,64.64,115,7.1,80.0,19.0,Denis Villeneuve,Jennifer Lawrence,5,3
1000,Movie 1000,1980,Romance,25.56,75.35,78,5.5,51.0,391.2,Alfonso Cuarón,Leonardo DiCaprio,1,1
1001,Movie 1001,1996,Romance,9.68,30.42,118,7.1,63.0,202.5,Patty Jenkins,Chris Evans,3,0
1002,Movie 1002,1992,Horror,12.8,54.91,100,8.2,66.0,147.3,Greta Gerwig,Brad Pitt,5,3
1003,Movie 1003,1997,Comedy,33.25,141.82,112,6.3,62.0,57.9,Ridley Scott,Chris Evans,2,0
1004,Movie 1004,2003,Sci-Fi,112.2,406.57,134,7.5,64.0,46.6,James Cameron,Margot Robbie,3,1
1005,Movie 1005,1999,Action,15.55,103.67,129,4.8,58.0,158.9,Denis Villeneuve,Brad Pitt,0,0
1006,Movie 1006,1983,Sci-Fi,13.99,38.74,96,7.9,82.0,28.4,Christopher Nolan,Jennifer Lawrence,0,0
1007,Movie 1007,2000,Animation,62.35,189.14,113,6.5,83.0,18.9,Christopher Nolan,Leonardo DiCaprio,1,0
1008,Movie 1008,1990,Sci-Fi,4.22,5.38,134,7.6,59.0,10.8,Ridley Scott,Tom Cruise,1,0
1009,Movie 1009,2002,Action,11.94,26.92,110,7.2,73.0,488.3,Greta Gerwig,Jennifer Lawrence,3,0
1010,Movie 1010,2020,Action,62.86,181.26,129,6.5,82.0,11.6,Denis Villeneuve,Leonardo DiCaprio,4,2
1011,Movie 1011,2008,Sci-Fi,26.71,23.57,157,5.6,67.0,42.1,Patty Jenkins,Margot Robbie,0,0
1012,Movie 1012,2009,Thriller,6.9,27.78,82,7.8,72.0,38.9,Quentin Tarantino,Tom Cruise,3,1
1013,Movie 1013,1997,Animation,57.38,197.97,121,8.7,79.0,45.2,Greta Gerwig,Emma Stone,3,1
1014,Movie 1014,2014,Horror,41.42,158.02,73,5.7,43.0,67.0,Steven Spielberg,Tom Cruise,2,1
1015,Movie 1015,1988,Drama,59.22,165.1,125,5.8,,333.5,Steven Spielberg,Jennifer Lawrence,0,0
1016,Movie 1016,2003,Action,20.48,51.22,145,8.5,89.0,285.8,Steven Spielberg,Leonardo DiCaprio,3,0
1017,Movie 1017,1998,Romance,7.66,10.6,99,6.2,,43.4,Christopher Nolan,Brad Pitt,0,0
1018,Movie 1018,2013,Comedy,11.96,81.01,87,6.2,,48.1,Denis Villeneuve,Ryan Gosling,0,0
1019,Movie 1019,1989,Drama,87.16,265.0,136,7.8,72.0,820.0,Steven Spielberg,Tom Cruise,4,3
1020,Movie 1020,2013,Drama,6.66,45.99,131,6.8,58.0,117.1,Martin Scorsese,Chris Evans,2,1
1021,Movie 1021,2021,Sci-Fi,26.65,105.32,117,5.2,46.0,16.1,Quentin Tarantino,Emma Stone,0,0
1022,Movie 1022,2000,Horror,14.46,74.39,125,4.5,,482.0,Ridley Scott,Leonardo DiCaprio,0,0
1023,Movie 1023,1986,Comedy,6.18,24.76,148,4.9,24.0,216.7,Alfonso Cuarón,Tom Cruise,0,0
1024,Movie 1024,2017,Drama,20.2,43.99,147,7.5,91.0,96.1,Quentin Tarantino,Scarlett Johansson,1,0
1025,Movie 1025,1983,Sci-Fi,26.0,200.84,89,8.5,77.0,38.8,Steven Spielberg,Margot Robbie,4,3
